state,county,geoid,address_count,total_rows,ll_uuid,a_id,a_address,a_saddno,a_saddpref,a_saddstr,a_saddsttyp,a_saddstsuf,a_sunit,a_szip5,a_szip,a_carte,a_crtype,a_scity,a_state2,a_county,a_delvseqno,a_usps_elotseq,a_usps_elotsort,a_resbus,a_pmbdesc,a_pmbno,a_dpv_confirm,a_dpv_footnotes,a_default_match,a_lacsflag,a_usps_vacancy,a_nostats,a_error_code,a_extrainfo,a_dpv_type,a_geocodetype,a_moddate,a_census_blockgroup,a_lat,a_lon,a_geoid
MT,Powell,30077,"4,626","4,692",69%,100%,100%,100%,7%,100%,73%,1%,7%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
MT,Prairie,30079,"1,480","1,552",37%,100%,100%,100%,3%,100%,39%,20%,1%,100%,100%,100%,100%,100%,100%,100%,100%,71%,71%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
MT,Ravalli,30081,"31,759","32,109",71%,100%,100%,100%,10%,100%,71%,3%,7%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
MT,Richland,30083,"8,260","8,408",64%,100%,100%,100%,8%,100%,52%,37%,10%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
MT,Roosevelt,30085,"6,971","7,021",38%,100%,100%,100%,3%,100%,35%,14%,3%,100%,100%,100%,100%,100%,100%,100%,100%,81%,81%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
MT,Rosebud,30087,"8,479","8,584",30%,100%,100%,100%,7%,100%,37%,1%,2%,100%,100%,100%,100%,100%,100%,100%,100%,67%,67%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
MT,Sanders,30089,"14,807","15,031",44%,100%,100%,100%,4%,100%,43%,5%,2%,100%,100%,100%,100%,100%,100%,100%,100%,85%,85%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
MT,Sheridan,30091,"3,837","3,990",54%,100%,100%,100%,20%,100%,49%,6%,5%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
MT,Silver Bow,30093,"21,238","21,509",81%,100%,100%,100%,27%,100%,89%,0%,12%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,91%,100%,100%,100%
MT,Stillwater,30095,"8,716","8,932",49%,100%,100%,100%,11%,100%,52%,10%,3%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
MT,Sweet Grass,30097,"4,275","4,419",39%,100%,100%,100%,15%,100%,42%,2%,3%,100%,100%,100%,100%,100%,100%,100%,100%,73%,73%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
MT,Teton,30099,"5,471","5,566",48%,100%,100%,100%,2%,100%,48%,40%,2%,100%,100%,100%,100%,100%,100%,100%,100%,78%,78%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
MT,Toole,30101,"4,829","4,919",48%,100%,100%,100%,3%,100%,50%,15%,8%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
MT,Treasure,30103,990,"1,016",45%,100%,100%,100%,0%,100%,50%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,75%,75%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,95%,100%,100%,100%
MT,Valley,30105,"6,239","6,330",57%,100%,100%,100%,1%,100%,57%,27%,8%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
MT,Wheatland,30107,"2,351","2,389",42%,100%,100%,100%,3%,100%,46%,27%,2%,100%,100%,100%,100%,100%,100%,100%,100%,57%,57%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
MT,Wibaux,30109,958,"1,025",53%,100%,100%,100%,3%,100%,52%,26%,3%,100%,100%,100%,100%,100%,100%,100%,100%,82%,82%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
MT,Yellowstone,30111,"93,677","94,792",87%,100%,100%,100%,11%,100%,86%,10%,19%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
NE,Adams,31001,"17,960","18,111",86%,100%,100%,100%,69%,100%,86%,1%,14%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
NE,Antelope,31003,"5,297","5,479",68%,100%,100%,100%,18%,100%,71%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,83%,83%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Arthur,31005,447,447,42%,100%,100%,100%,19%,100%,54%,1%,0%,100%,100%,100%,100%,100%,100%,100%,100%,79%,79%,100%,0%,0%,98%,100%,100%,100%,100%,100%,100%,0%,98%,100%,100%,96%,100%,100%,100%
NE,Banner,31007,437,562,73%,100%,100%,100%,0%,100%,27%,4%,2%,100%,100%,100%,100%,100%,100%,100%,100%,74%,74%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Blaine,31009,519,525,50%,100%,100%,100%,10%,100%,48%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,90%,90%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,98%,100%,100%,100%
NE,Boone,31011,"4,184","4,312",70%,100%,100%,100%,37%,100%,67%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Box Butte,31013,"7,371","7,449",74%,100%,100%,100%,16%,100%,74%,0%,13%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Boyd,31015,"2,429","2,479",46%,100%,100%,100%,15%,100%,45%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,77%,77%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Brown,31017,"2,657","2,694",69%,100%,100%,100%,50%,100%,69%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Buffalo,31019,"28,374","28,571",81%,100%,100%,100%,30%,100%,83%,1%,22%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
NE,Burt,31021,"5,335","5,383",68%,100%,100%,100%,34%,100%,56%,1%,5%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Butler,31023,"5,724","5,843",70%,100%,100%,100%,27%,100%,75%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Cass,31025,"16,924","17,103",72%,100%,100%,100%,19%,100%,72%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Cedar,31027,"7,062","7,177",61%,100%,100%,100%,28%,100%,62%,1%,4%,100%,100%,100%,100%,100%,100%,100%,100%,87%,87%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Chase,31029,"3,917","4,034",50%,100%,100%,100%,22%,100%,46%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,99%,100%,100%,100%
NE,Cherry,31031,"4,801","4,859",64%,100%,100%,100%,41%,100%,66%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Cheyenne,31033,"7,064","7,126",74%,100%,100%,100%,0%,100%,65%,0%,12%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Clay,31035,"5,132","5,214",54%,100%,100%,100%,35%,100%,42%,1%,3%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Colfax,31037,"6,041","6,107",70%,100%,100%,100%,30%,100%,59%,2%,7%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Cuming,31039,"6,226","6,390",71%,100%,100%,100%,27%,100%,68%,2%,7%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Custer,31041,"8,733","8,800",60%,100%,100%,100%,37%,100%,54%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Dakota,31043,"11,384","11,609",75%,100%,100%,100%,30%,100%,77%,0%,19%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Dawes,31045,"6,076","6,174",73%,100%,100%,100%,20%,100%,75%,0%,14%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Dawson,31047,"14,022","14,300",75%,100%,100%,100%,33%,100%,59%,0%,11%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Deuel,31049,"2,044","2,099",50%,100%,100%,100%,7%,100%,36%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,76%,76%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Dixon,31051,"4,959","5,066",54%,100%,100%,100%,18%,100%,54%,1%,3%,100%,100%,100%,100%,100%,100%,100%,100%,81%,81%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Dodge,31053,"23,191","23,339",78%,100%,100%,100%,54%,100%,77%,1%,15%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
NE,Douglas,31055,"292,935","294,732",90%,100%,100%,100%,45%,100%,95%,0%,25%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
NE,Dundy,31057,"2,196","2,224",48%,100%,100%,100%,5%,100%,44%,12%,1%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,100%,0%,0%,97%,100%,100%,100%,100%,100%,100%,0%,97%,100%,100%,100%,100%,100%,100%
NE,Fillmore,31059,"5,073","5,182",62%,100%,100%,100%,26%,100%,49%,1%,3%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Franklin,31061,"3,022","3,175",57%,100%,100%,100%,2%,100%,60%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Frontier,31063,"2,647","2,678",47%,100%,100%,100%,21%,100%,36%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,100%,100%,100%,100%
NE,Furnas,31065,"4,378","4,452",61%,100%,100%,100%,3%,100%,50%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Gage,31067,"14,236","14,389",78%,100%,100%,100%,49%,100%,81%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Garden,31069,"2,244","2,287",55%,100%,100%,100%,24%,100%,24%,1%,1%,100%,100%,100%,100%,100%,100%,100%,100%,88%,88%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Garfield,31071,"1,747","1,799",63%,100%,100%,100%,20%,100%,59%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,84%,84%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Gosper,31073,"1,868","1,883",47%,100%,100%,100%,6%,100%,27%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Grant,31075,641,642,30%,100%,100%,100%,15%,100%,34%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
NE,Greeley,31077,"2,280","2,342",55%,100%,100%,100%,27%,100%,55%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,83%,83%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Hall,31079,"33,641","33,982",79%,100%,100%,100%,52%,100%,86%,0%,20%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,98%,100%,100%,100%
NE,Hamilton,31081,"5,967","6,015",77%,100%,100%,100%,25%,100%,76%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Harlan,31083,"3,847","3,893",50%,100%,100%,100%,9%,100%,51%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,87%,87%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Hayes,31085,"1,103","1,116",38%,100%,100%,100%,1%,100%,18%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,87%,87%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Hitchcock,31087,"2,711","2,741",58%,100%,100%,100%,19%,100%,45%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,78%,78%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Holt,31089,"8,510","8,616",65%,100%,100%,100%,38%,100%,68%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Hooker,31091,820,882,45%,100%,100%,100%,38%,100%,47%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,66%,66%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,97%,100%,100%,100%
NE,Howard,31093,"4,556","4,584",71%,100%,100%,100%,1%,100%,72%,4%,5%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Jefferson,31095,"5,904","6,181",69%,100%,100%,100%,9%,100%,72%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Johnson,31097,"3,560","3,596",64%,100%,100%,100%,20%,100%,62%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Kearney,31099,"3,850","3,876",74%,100%,100%,100%,43%,100%,83%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Keith,31101,"6,716","6,843",69%,100%,100%,100%,39%,100%,59%,7%,7%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Keya Paha,31103,760,773,62%,100%,100%,100%,24%,100%,59%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,82%,82%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Kimball,31105,"3,273","3,320",66%,100%,100%,100%,39%,100%,56%,11%,6%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Knox,31107,"7,811","7,860",62%,100%,100%,100%,22%,100%,63%,1%,4%,100%,100%,100%,100%,100%,100%,100%,100%,90%,90%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Lancaster,31109,"161,397","162,020",90%,100%,100%,100%,38%,100%,93%,0%,26%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Lincoln,31111,"21,404","21,474",80%,100%,100%,100%,68%,100%,85%,0%,12%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
NE,Logan,31113,585,585,40%,100%,100%,100%,0%,100%,30%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,81%,81%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,86%,100%,100%,100%
NE,Loup,31115,687,705,65%,100%,100%,100%,7%,100%,61%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,91%,91%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,McPherson,31117,342,347,70%,100%,100%,100%,22%,100%,67%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,79%,79%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,99%,100%,100%,100%
NE,Madison,31119,"21,847","22,004",77%,100%,100%,100%,45%,100%,80%,0%,18%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
NE,Merrick,31121,"5,251","5,352",72%,100%,100%,100%,6%,100%,76%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,91%,91%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Morrill,31123,"4,057","4,102",51%,100%,100%,100%,10%,100%,29%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Nance,31125,"3,173","3,241",62%,100%,100%,100%,31%,100%,61%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,86%,86%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Nemaha,31127,"5,035","5,095",70%,100%,100%,100%,2%,100%,72%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,91%,91%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Nuckolls,31129,"3,710","3,776",63%,100%,100%,100%,34%,100%,50%,1%,5%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Otoe,31131,"10,081","10,219",77%,100%,100%,100%,27%,100%,73%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Pawnee,31133,"2,297","2,325",64%,100%,100%,100%,0%,100%,64%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Perkins,31135,"2,746","2,804",55%,100%,100%,100%,12%,100%,38%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,76%,76%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Phelps,31137,"6,147","6,221",73%,100%,100%,100%,7%,100%,78%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Pierce,31139,"5,258","5,388",67%,100%,100%,100%,44%,100%,70%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,91%,91%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Platte,31141,"19,073","19,396",84%,100%,100%,100%,10%,100%,85%,0%,11%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
NE,Polk,31143,"4,565","4,702",61%,100%,100%,100%,25%,100%,65%,1%,3%,100%,100%,100%,100%,100%,100%,100%,100%,87%,87%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Red Willow,31145,"8,185","8,259",70%,100%,100%,100%,46%,100%,63%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Richardson,31147,"6,032","6,102",69%,100%,100%,100%,13%,100%,75%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Rock,31149,"1,498","1,506",60%,100%,100%,100%,24%,100%,61%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,87%,87%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Saline,31151,"9,009","9,119",67%,100%,100%,100%,26%,100%,56%,1%,9%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Sarpy,31153,"91,728","92,061",95%,100%,100%,100%,32%,100%,96%,2%,19%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Saunders,31155,"14,661","14,773",75%,100%,100%,100%,28%,100%,59%,4%,8%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Scotts Bluff,31157,"23,003","23,374",79%,100%,100%,100%,14%,100%,62%,2%,11%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,92%,100%,100%,100%
NE,Seward,31159,"10,510","10,614",73%,100%,100%,100%,19%,100%,65%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Sheridan,31161,"4,766","4,810",58%,100%,100%,100%,28%,100%,57%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,82%,82%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
NE,Sherman,31163,"2,572","2,649",62%,100%,100%,100%,18%,100%,60%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Sioux,31165,"1,055","1,099",62%,100%,100%,100%,10%,100%,66%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,84%,84%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Stanton,31167,"4,035","4,099",68%,100%,100%,100%,12%,100%,66%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Thayer,31169,"4,858","4,906",56%,100%,100%,100%,15%,100%,44%,1%,3%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Thomas,31171,909,926,43%,100%,100%,100%,3%,100%,41%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,78%,78%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,Thurston,31173,"4,375","4,391",31%,100%,100%,100%,10%,100%,39%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
