geoid,state,county,city,path,last_refresh,parcels_total,parcels_in_zone,zones_total,distinct_municipalities,last_date_modified,ogc_fid_pct,zoning_id_pct,municipality_id_pct,municipality_name_pct,zoning_pct,zoning_description_pct,zoning_type_pct,zoning_subtype_pct,zoning_guide_pct,zoning_code_link_pct,permitted_land_uses_pct,land_use_flags_permitted_pct,land_use_flags_conditional_pct,min_lot_area_sq_ft_pct,min_lot_width_ft_pct,max_building_height_ft_pct,max_far_pct,max_coverage_pct_pct,min_front_setback_ft_pct,min_rear_setback_ft_pct,max_impervious_coverage_pct_pct,min_side_setback_ft_pct,min_landscaped_space_pct_pct,min_open_space_pct_pct,max_density_du_per_acre_pct,zoning_data_date_pct,path_pct,centroid_pct
28043,MS,Grenada,,/us/ms/grenada,2025-04-29,"16,171","7,259",107,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28045,MS,Hancock,,/us/ms/hancock,2025-10-28,"52,415","8,457",37,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28047,MS,Harrison,,/us/ms/harrison,2025-04-01,"108,079","62,137","2,911",3,2024-04-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,99%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28049,MS,Hinds,,/us/ms/hinds,2025-04-01,"127,317","90,528","6,250",3,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,61%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28051,MS,Holmes,,/us/ms/holmes,2025-09-03,"16,036",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28053,MS,Humphreys,,/us/ms/humphreys,2025-09-03,"8,335",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28055,MS,Issaquena,,/us/ms/issaquena,2025-09-03,"2,857",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28057,MS,Itawamba,,/us/ms/itawamba,2024-08-13,"16,742",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28059,MS,Jackson,,/us/ms/jackson,2025-04-01,"85,547","76,765","2,999",4,2025-01-29,100%,100%,100%,100%,100%,100%,100%,100%,65%,100%,100%,97%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28061,MS,Jasper,,/us/ms/jasper,2025-04-15,"19,289",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28063,MS,Jefferson,,/us/ms/jefferson,2025-04-29,"8,438",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28065,MS,Jefferson Davis,,/us/ms/jefferson-davis,2025-03-18,"14,707",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28067,MS,Jones,,/us/ms/jones,2025-04-01,"41,320","9,025","1,284",1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,96%,96%,34%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28069,MS,Kemper,,/us/ms/kemper,2025-09-03,"11,773",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28071,MS,Lafayette,,/us/ms/lafayette,2025-04-15,"32,935","13,681",729,1,2024-02-19,100%,100%,100%,100%,100%,100%,100%,100%,78%,100%,78%,39%,78%,71%,71%,71%,71%,100%,71%,71%,71%,71%,71%,71%,71%,100%,100%,100%
28073,MS,Lamar,,/us/ms/lamar,2022-02-01,"34,566",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28075,MS,Lauderdale,,/us/ms/lauderdale,2025-04-01,"46,825","19,536",291,1,2024-01-31,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,99%,69%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28077,MS,Lawrence,,/us/ms/lawrence,2025-09-03,"13,062",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28079,MS,Leake,,/us/ms/leake,2025-09-03,"17,101","2,251",57,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,98%,68%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28081,MS,Lee,,/us/ms/lee,2025-09-03,"43,799","17,913",110,1,2024-01-31,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28083,MS,Leflore,,/us/ms/leflore,2025-04-15,"17,018","7,100",63,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,83%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28085,MS,Lincoln,,/us/ms/lincoln,2025-09-03,"26,320","6,843",85,1,2025-01-17,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,65%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28087,MS,Lowndes,,/us/ms/lowndes,2025-04-15,"32,029",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28089,MS,Madison,,/us/ms/madison,2025-04-01,"60,162","28,313",458,3,2025-01-27,100%,100%,100%,100%,100%,100%,100%,100%,20%,100%,100%,97%,59%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28091,MS,Marion,,/us/ms/marion,2025-04-15,"20,679",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28093,MS,Marshall,,/us/ms/marshall,2025-04-15,"26,571","2,975",248,1,2025-01-31,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,87%,87%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28095,MS,Monroe,,/us/ms/monroe,2025-04-15,"27,655",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28097,MS,Montgomery,,/us/ms/montgomery,2025-04-29,"10,800","3,022",29,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,97%,21%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28099,MS,Neshoba,,/us/ms/neshoba,2025-09-03,"20,323",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28101,MS,Newton,,/us/ms/newton,2025-04-15,"17,820",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28103,MS,Noxubee,,/us/ms/noxubee,2025-09-03,"10,370",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28105,MS,Oktibbeha,,/us/ms/oktibbeha,2025-09-03,"25,149","10,593",724,1,2024-11-07,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,92%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28107,MS,Panola,,/us/ms/panola,2025-09-03,"24,839","22,179",248,2,2024-12-23,100%,100%,100%,100%,100%,100%,100%,100%,12%,100%,96%,95%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28109,MS,Pearl River,,/us/ms/pearl-river,2025-09-03,"48,250","7,597",119,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,97%,92%,30%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28111,MS,Perry,,/us/ms/perry,2025-04-29,"11,641",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28113,MS,Pike,,/us/ms/pike,2025-05-28,"30,029","6,394",58,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,93%,79%,14%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28115,MS,Pontotoc,,/us/ms/pontotoc,2025-04-15,"20,439",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28117,MS,Prentiss,,/us/ms/prentiss,2025-09-03,"18,484",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28119,MS,Quitman,,/us/ms/quitman,2024-04-09,"8,274",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28121,MS,Rankin,,/us/ms/rankin,2025-04-01,"82,598","30,676","1,004",4,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,93%,44%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28123,MS,Scott,,/us/ms/scott,2025-05-13,"21,561",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28125,MS,Sharkey,,/us/ms/sharkey,2025-09-03,"4,769",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28127,MS,Simpson,,/us/ms/simpson,2025-09-03,"21,646","1,553",41,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,98%,44%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28129,MS,Smith,,/us/ms/smith,2025-09-03,"17,285",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28131,MS,Stone,,/us/ms/stone,2025-04-29,"13,979",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28133,MS,Sunflower,,/us/ms/sunflower,2025-09-03,"16,587","4,815",45,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28135,MS,Tallahatchie,,/us/ms/tallahatchie,2024-04-09,"11,459",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28137,MS,Tate,,/us/ms/tate,2025-09-03,"17,455",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28139,MS,Tippah,,/us/ms/tippah,2025-04-29,"17,140",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28141,MS,Tishomingo,,/us/ms/tishomingo,2025-09-03,"17,266",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28143,MS,Tunica,,/us/ms/tunica,2025-10-15,"6,466",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28145,MS,Union,,/us/ms/union,2025-04-15,"20,169",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28147,MS,Walthall,,/us/ms/walthall,2025-04-29,"15,007",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28149,MS,Warren,,/us/ms/warren,2025-04-15,"26,796","11,911",177,1,2024-10-28,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,98%,35%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28151,MS,Washington,,/us/ms/washington,2024-02-27,"32,686",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28153,MS,Wayne,,/us/ms/wayne,2025-01-22,"17,254","2,982",41,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,83%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28155,MS,Webster,,/us/ms/webster,2025-05-13,"10,380","1,309",204,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,93%,93%,18%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28157,MS,Wilkinson,,/us/ms/wilkinson,2025-09-03,"10,801",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28159,MS,Winston,,/us/ms/winston,2025-09-03,"16,678","3,700",395,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
28161,MS,Yalobusha,,/us/ms/yalobusha,2024-04-09,"13,511",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28163,MS,Yazoo,,/us/ms/yazoo,2025-09-03,"20,216","5,768",698,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,94%,30%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29001,MO,Adair,,/us/mo/adair,2025-04-29,"14,772","6,469",145,1,2023-10-17,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,99%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29003,MO,Andrew,,/us/mo/andrew,2025-04-29,"11,352",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29005,MO,Atchison,,/us/mo/atchison,2024-08-13,"6,144",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29007,MO,Audrain,,/us/mo/audrain,2025-04-29,"15,337",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29009,MO,Barry,,/us/mo/barry,2025-04-15,"26,717","4,123",646,2,2024-10-29,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,95%,91%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29011,MO,Barton,,/us/mo/barton,2023-07-18,"8,622",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29013,MO,Bates,,/us/mo/bates,2025-04-29,"13,643","2,241",34,1,2024-10-28,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,32%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29015,MO,Benton,,/us/mo/benton,2025-04-15,"32,404",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29017,MO,Bollinger,,/us/mo/bollinger,2024-05-08,"12,401",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29019,MO,Boone,,/us/mo/boone,2024-08-26,"72,913","44,420","4,233",2,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,86%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29021,MO,Buchanan,,/us/mo/buchanan,2025-04-01,"40,040","31,269","4,728",1,2024-05-24,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,95%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29023,MO,Butler,,/us/mo/butler,2024-05-08,"28,300","8,698",141,1,2024-05-21,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,97%,96%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29025,MO,Caldwell,,/us/mo/caldwell,2024-12-03,"8,793",2,1,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29027,MO,Callaway,,/us/mo/callaway,2025-09-03,"26,309","4,596",139,2,2024-10-28,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,96%,56%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29029,MO,Camden,,/us/mo/camden,2025-04-01,"59,064","3,803",138,3,2024-10-28,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,93%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29031,MO,Cape Girardeau,,/us/mo/cape-girardeau,2024-12-03,"38,882","21,385","1,773",2,2024-11-08,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,99%,34%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29033,MO,Carroll,,/us/mo/carroll,2024-03-26,"10,010",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29035,MO,Carter,,/us/mo/carter,2024-09-10,"7,077",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29037,MO,Cass,,/us/mo/cass,2024-03-12,"50,454","27,622","1,789",7,2024-11-08,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,97%,95%,82%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29039,MO,Cedar,,/us/mo/cedar,2025-11-11,"12,457",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29041,MO,Chariton,,/us/mo/chariton,2025-01-22,"11,894",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29043,MO,Christian,,/us/mo/christian,2025-04-01,"42,371","18,156","1,401",3,2024-11-08,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,96%,29%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29045,MO,Clark,,/us/mo/clark,2025-09-16,"7,714",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29047,MO,Clay,,/us/mo/clay,2025-02-04,"97,762","79,658","2,121",8,2025-04-29,100%,100%,100%,100%,100%,100%,100%,100%,65%,100%,97%,85%,54%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29049,MO,Clinton,,/us/mo/clinton,2025-09-30,"13,239","2,177",343,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,98%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29051,MO,Cole,,/us/mo/cole,2024-05-08,"35,415","16,904",414,1,2024-05-16,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,84%,47%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29053,MO,Cooper,,/us/mo/cooper,2025-11-11,"12,196",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29055,MO,Crawford,,/us/mo/crawford,2025-04-15,"18,443",651,7,1,2024-10-29,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29057,MO,Dade,,/us/mo/dade,2025-01-22,"7,519",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29059,MO,Dallas,,/us/mo/dallas,2025-04-29,"13,302",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29061,MO,Daviess,,/us/mo/daviess,2025-03-04,"11,178",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29063,MO,DeKalb,,/us/mo/dekalb,2025-04-29,"7,467",630,89,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,90%,89%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29065,MO,Dent,,/us/mo/dent,2025-03-18,"12,236",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29067,MO,Douglas,,/us/mo/douglas,2025-04-29,"13,591",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29069,MO,Dunklin,,/us/mo/dunklin,2025-11-11,"21,356","2,636",18,1,2024-10-29,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29071,MO,Franklin,,/us/mo/franklin,2025-09-03,"71,888","35,964","1,659",10,2025-01-13,100%,100%,100%,100%,100%,100%,100%,100%,25%,100%,99%,98%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29073,MO,Gasconade,,/us/mo/gasconade,2025-04-29,"14,723","1,463",65,1,2024-10-29,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,74%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29075,MO,Gentry,,/us/mo/gentry,2024-07-30,"7,725",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29077,MO,Greene,,/us/mo/greene,2025-11-11,"123,190","70,949","6,219",4,2024-11-01,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,92%,80%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29079,MO,Grundy,,/us/mo/grundy,2023-10-13,"9,556",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29081,MO,Harrison,,/us/mo/harrison,2023-10-13,"10,548",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29083,MO,Henry,,/us/mo/henry,2025-04-29,"16,466","4,473",156,1,2024-05-24,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,99%,40%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29085,MO,Hickory,,/us/mo/hickory,2025-09-16,"11,404",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29087,MO,Holt,,/us/mo/holt,2025-11-11,"7,387",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
